,YYYY,DrugReports,DrugCode_0,DrugCode_1,StateCode_0,StateCode_1,StateCode_2,CountyCode_0,CountyCode_1,CountyCode_2,CountyCode_3,CountyCode_4,CountyCode_5,CountyCode_6,CountyCode_7
417,2015,101,0,1,0,0,1,0,0,0,0,0,1,0,0
418,2016,136,0,1,0,0,1,0,0,0,0,0,1,0,0
419,2017,98,0,1,0,0,1,0,0,0,0,0,1,0,0
420,2010,72,1,0,0,0,1,0,0,0,0,0,1,0,0
421,2011,91,1,0,0,0,1,0,0,0,0,0,1,0,0
422,2012,108,1,0,0,0,1,0,0,0,0,0,1,0,0
423,2013,108,1,0,0,0,1,0,0,0,0,0,1,0,0
424,2014,138,1,0,0,0,1,0,0,0,0,0,1,0,0
425,2015,106,1,0,0,0,1,0,0,0,0,0,1,0,0
426,2016,89,1,0,0,0,1,0,0,0,0,0,1,0,0
427,2017,96,1,0,0,0,1,0,0,0,0,0,1,0,0
428,2013,4,0,0,0,1,0,0,0,0,0,0,1,0,0
429,2015,5,0,0,0,1,0,0,0,0,0,0,1,0,0
430,2016,4,0,0,0,1,0,0,0,0,0,0,1,0,0
431,2017,7,0,0,0,1,0,0,0,0,0,0,1,0,0
432,2010,12,0,1,0,1,0,0,0,0,0,0,1,0,0
433,2011,13,0,1,0,1,0,0,0,0,0,0,1,0,0
434,2012,25,0,1,0,1,0,0,0,0,0,0,1,0,0
435,2013,24,0,1,0,1,0,0,0,0,0,0,1,0,0
436,2014,16,0,1,0,1,0,0,0,0,0,0,1,0,0
437,2015,8,0,1,0,1,0,0,0,0,0,0,1,0,0
438,2016,11,0,1,0,1,0,0,0,0,0,0,1,0,0
439,2017,6,0,1,0,1,0,0,0,0,0,0,1,0,0
440,2010,34,1,0,0,1,0,0,0,0,0,0,1,0,0
441,2011,28,1,0,0,1,0,0,0,0,0,0,1,0,0
442,2012,27,1,0,0,1,0,0,0,0,0,0,1,0,0
443,2013,18,1,0,0,1,0,0,0,0,0,0,1,0,0
444,2014,14,1,0,0,1,0,0,0,0,0,0,1,0,0
445,2015,22,1,0,0,1,0,0,0,0,0,0,1,0,0
446,2016,23,1,0,0,1,0,0,0,0,0,0,1,0,0
447,2017,8,1,0,0,1,0,0,0,0,0,0,1,0,0
448,2010,2,0,0,0,1,1,0,0,0,0,0,1,0,0
449,2011,4,0,0,0,1,1,0,0,0,0,0,1,0,0
450,2012,1,0,0,0,1,1,0,0,0,0,0,1,0,0
451,2013,3,0,0,0,1,1,0,0,0,0,0,1,0,0
452,2014,9,0,0,0,1,1,0,0,0,0,0,1,0,0
453,2015,2,0,0,0,1,1,0,0,0,0,0,1,0,0
454,2016,4,0,0,0,1,1,0,0,0,0,0,1,0,0
455,2017,7,0,0,0,1,1,0,0,0,0,0,1,0,0
456,2010,55,0,1,0,1,1,0,0,0,0,0,1,0,0
457,2011,22,0,1,0,1,1,0,0,0,0,0,1,0,0
458,2012,58,0,1,0,1,1,0,0,0,0,0,1,0,0
459,2013,65,0,1,0,1,1,0,0,0,0,0,1,0,0
460,2014,23,0,1,0,1,1,0,0,0,0,0,1,0,0
461,2015,29,0,1,0,1,1,0,0,0,0,0,1,0,0
462,2016,20,0,1,0,1,1,0,0,0,0,0,1,0,0
463,2017,19,0,1,0,1,1,0,0,0,0,0,1,0,0
464,2010,7,1,0,0,1,1,0,0,0,0,0,1,0,0
465,2013,3,1,0,0,1,1,0,0,0,0,0,1,0,0
466,2014,3,1,0,0,1,1,0,0,0,0,0,1,0,0
467,2015,3,1,0,0,1,1,0,0,0,0,0,1,0,0
468,2016,6,1,0,0,1,1,0,0,0,0,0,1,0,0
469,2017,15,1,0,0,1,1,0,0,0,0,0,1,0,0
470,2012,2,0,0,1,0,0,0,0,0,0,0,1,0,0
471,2010,3,0,1,1,0,0,0,0,0,0,0,1,0,0
472,2011,2,0,1,1,0,0,0,0,0,0,0,1,0,0
473,2012,4,0,1,1,0,0,0,0,0,0,0,1,0,0
474,2011,5,1,0,1,0,0,0,0,0,0,0,1,0,0
475,2012,1,1,0,1,0,0,0,0,0,0,0,1,0,0
476,2013,18,1,0,1,0,0,0,0,0,0,0,1,0,0
477,2015,2,1,0,1,0,0,0,0,0,0,0,1,0,0
478,2010,1,0,0,0,0,0,0,0,0,0,0,1,0,1
479,2011,4,0,0,0,0,0,0,0,0,0,0,1,0,1
480,2012,3,0,0,0,0,0,0,0,0,0,0,1,0,1
481,2013,1,0,0,0,0,0,0,0,0,0,0,1,0,1
482,2015,5,0,0,0,0,0,0,0,0,0,0,1,0,1
483,2016,3,0,0,0,0,0,0,0,0,0,0,1,0,1
484,2017,6,0,0,0,0,0,0,0,0,0,0,1,0,1
485,2010,51,0,1,0,0,0,0,0,0,0,0,1,0,1
486,2011,63,0,1,0,0,0,0,0,0,0,0,1,0,1
487,2012,48,0,1,0,0,0,0,0,0,0,0,1,0,1
488,2013,37,0,1,0,0,0,0,0,0,0,0,1,0,1
489,2014,30,0,1,0,0,0,0,0,0,0,0,1,0,1
490,2015,65,0,1,0,0,0,0,0,0,0,0,1,0,1
491,2016,8,0,1,0,0,0,0,0,0,0,0,1,0,1
492,2017,15,0,1,0,0,0,0,0,0,0,0,1,0,1
493,2012,3,1,0,0,0,0,0,0,0,0,0,1,0,1
494,2014,5,1,0,0,0,0,0,0,0,0,0,1,0,1
495,2015,4,1,0,0,0,0,0,0,0,0,0,1,0,1
496,2016,7,1,0,0,0,0,0,0,0,0,0,1,0,1
497,2017,12,1,0,0,0,0,0,0,0,0,0,1,0,1
498,2010,3,0,0,0,0,1,0,0,0,0,0,1,0,1
499,2011,3,0,0,0,0,1,0,0,0,0,0,1,0,1
500,2013,1,0,0,0,0,1,0,0,0,0,0,1,0,1
501,2014,4,0,0,0,0,1,0,0,0,0,0,1,0,1
502,2015,13,0,0,0,0,1,0,0,0,0,0,1,0,1
503,2016,20,0,0,0,0,1,0,0,0,0,0,1,0,1
504,2017,32,0,0,0,0,1,0,0,0,0,0,1,0,1
505,2010,17,0,1,0,0,1,0,0,0,0,0,1,0,1
506,2011,19,0,1,0,0,1,0,0,0,0,0,1,0,1
507,2012,26,0,1,0,0,1,0,0,0,0,0,1,0,1
508,2013,21,0,1,0,0,1,0,0,0,0,0,1,0,1
509,2014,9,0,1,0,0,1,0,0,0,0,0,1,0,1
510,2015,12,0,1,0,0,1,0,0,0,0,0,1,0,1
511,2016,23,0,1,0,0,1,0,0,0,0,0,1,0,1
512,2017,21,0,1,0,0,1,0,0,0,0,0,1,0,1
513,2010,35,1,0,0,0,1,0,0,0,0,0,1,0,1
514,2011,22,1,0,0,0,1,0,0,0,0,0,1,0,1
515,2012,62,1,0,0,0,1,0,0,0,0,0,1,0,1
516,2013,27,1,0,0,0,1,0,0,0,0,0,1,0,1
517,2014,23,1,0,0,0,1,0,0,0,0,0,1,0,1
518,2015,57,1,0,0,0,1,0,0,0,0,0,1,0,1
519,2016,18,1,0,0,0,1,0,0,0,0,0,1,0,1
520,2017,9,1,0,0,0,1,0,0,0,0,0,1,0,1
521,2010,1,0,0,0,1,0,0,0,0,0,0,1,0,1
522,2011,5,0,0,0,1,0,0,0,0,0,0,1,0,1
523,2012,6,0,0,0,1,0,0,0,0,0,0,1,0,1
524,2013,16,0,0,0,1,0,0,0,0,0,0,1,0,1
525,2014,12,0,0,0,1,0,0,0,0,0,0,1,0,1
526,2015,26,0,0,0,1,0,0,0,0,0,0,1,0,1
527,2016,133,0,0,0,1,0,0,0,0,0,0,1,0,1
528,2017,209,0,0,0,1,0,0,0,0,0,0,1,0,1
529,2010,50,0,1,0,1,0,0,0,0,0,0,1,0,1
530,2011,75,0,1,0,1,0,0,0,0,0,0,1,0,1
531,2012,80,0,1,0,1,0,0,0,0,0,0,1,0,1
532,2013,66,0,1,0,1,0,0,0,0,0,0,1,0,1
533,2014,114,0,1,0,1,0,0,0,0,0,0,1,0,1
534,2015,61,0,1,0,1,0,0,0,0,0,0,1,0,1
535,2016,59,0,1,0,1,0,0,0,0,0,0,1,0,1
536,2017,62,0,1,0,1,0,0,0,0,0,0,1,0,1
537,2010,172,1,0,0,1,0,0,0,0,0,0,1,0,1
538,2011,243,1,0,0,1,0,0,0,0,0,0,1,0,1
539,2012,357,1,0,0,1,0,0,0,0,0,0,1,0,1
540,2013,415,1,0,0,1,0,0,0,0,0,0,1,0,1
541,2014,392,1,0,0,1,0,0,0,0,0,0,1,0,1
542,2015,424,1,0,0,1,0,0,0,0,0,0,1,0,1
543,2016,464,1,0,0,1,0,0,0,0,0,0,1,0,1
544,2017,292,1,0,0,1,0,0,0,0,0,0,1,0,1
545,2011,1,0,0,0,1,1,0,0,0,0,0,1,0,1
546,2013,1,0,0,0,1,1,0,0,0,0,0,1,0,1
547,2014,2,0,0,0,1,1,0,0,0,0,0,1,0,1
548,2016,5,0,0,0,1,1,0,0,0,0,0,1,0,1
549,2017,8,0,0,0,1,1,0,0,0,0,0,1,0,1
550,2010,3,0,1,0,1,1,0,0,0,0,0,1,0,1
551,2011,4,0,1,0,1,1,0,0,0,0,0,1,0,1
552,2012,5,0,1,0,1,1,0,0,0,0,0,1,0,1
553,2013,5,0,1,0,1,1,0,0,0,0,0,1,0,1
554,2014,13,0,1,0,1,1,0,0,0,0,0,1,0,1
555,2015,9,0,1,0,1,1,0,0,0,0,0,1,0,1
556,2016,24,0,1,0,1,1,0,0,0,0,0,1,0,1
557,2017,13,0,1,0,1,1,0,0,0,0,0,1,0,1
558,2012,5,1,0,0,1,1,0,0,0,0,0,1,0,1
559,2013,1,1,0,0,1,1,0,0,0,0,0,1,0,1
560,2014,2,1,0,0,1,1,0,0,0,0,0,1,0,1
561,2016,6,1,0,0,1,1,0,0,0,0,0,1,0,1
562,2017,6,1,0,0,1,1,0,0,0,0,0,1,0,1
563,2011,1,0,0,1,0,0,0,0,0,0,0,1,0,1
564,2012,1,0,0,1,0,0,0,0,0,0,0,1,0,1
565,2013,3,0,0,1,0,0,0,0,0,0,0,1,0,1
566,2014,8,0,0,1,0,0,0,0,0,0,0,1,0,1
567,2015,5,0,0,1,0,0,0,0,0,0,0,1,0,1
568,2016,13,0,0,1,0,0,0,0,0,0,0,1,0,1
569,2017,31,0,0,1,0,0,0,0,0,0,0,1,0,1
570,2010,143,0,1,1,0,0,0,0,0,0,0,1,0,1
571,2011,284,0,1,1,0,0,0,0,0,0,0,1,0,1
572,2012,116,0,1,1,0,0,0,0,0,0,0,1,0,1
573,2013,180,0,1,1,0,0,0,0,0,0,0,1,0,1
574,2014,32,0,1,1,0,0,0,0,0,0,0,1,0,1
575,2015,55,0,1,1,0,0,0,0,0,0,0,1,0,1
576,2016,17,0,1,1,0,0,0,0,0,0,0,1,0,1
577,2017,21,0,1,1,0,0,0,0,0,0,0,1,0,1
578,2010,23,1,0,1,0,0,0,0,0,0,0,1,0,1
579,2011,129,1,0,1,0,0,0,0,0,0,0,1,0,1
580,2012,97,1,0,1,0,0,0,0,0,0,0,1,0,1
581,2013,175,1,0,1,0,0,0,0,0,0,0,1,0,1
582,2014,159,1,0,1,0,0,0,0,0,0,0,1,0,1
583,2015,52,1,0,1,0,0,0,0,0,0,0,1,0,1
584,2016,135,1,0,1,0,0,0,0,0,0,0,1,0,1
585,2017,52,1,0,1,0,0,0,0,0,0,0,1,0,1
586,2010,10,0,0,0,0,0,0,0,0,0,0,1,1,0
587,2011,8,0,0,0,0,0,0,0,0,0,0,1,1,0
588,2012,6,0,0,0,0,0,0,0,0,0,0,1,1,0
589,2013,6,0,0,0,0,0,0,0,0,0,0,1,1,0
590,2014,8,0,0,0,0,0,0,0,0,0,0,1,1,0
591,2015,11,0,0,0,0,0,0,0,0,0,0,1,1,0
592,2016,6,0,0,0,0,0,0,0,0,0,0,1,1,0
593,2017,4,0,0,0,0,0,0,0,0,0,0,1,1,0
594,2010,251,0,1,0,0,0,0,0,0,0,0,1,1,0
595,2011,117,0,1,0,0,0,0,0,0,0,0,1,1,0
596,2012,158,0,1,0,0,0,0,0,0,0,0,1,1,0
597,2013,138,0,1,0,0,0,0,0,0,0,0,1,1,0
598,2014,467,0,1,0,0,0,0,0,0,0,0,1,1,0
599,2015,315,0,1,0,0,0,0,0,0,0,0,1,1,0
600,2016,201,0,1,0,0,0,0,0,0,0,0,1,1,0
601,2017,166,0,1,0,0,0,0,0,0,0,0,1,1,0
602,2010,2,1,0,0,0,0,0,0,0,0,0,1,1,0
603,2014,1,1,0,0,0,0,0,0,0,0,0,1,1,0
604,2015,3,1,0,0,0,0,0,0,0,0,0,1,1,0
605,2016,6,1,0,0,0,0,0,0,0,0,0,1,1,0
606,2017,2,1,0,0,0,0,0,0,0,0,0,1,1,0
607,2010,4,0,0,0,0,1,0,0,0,0,0,1,1,0
608,2011,3,0,0,0,0,1,0,0,0,0,0,1,1,0
609,2012,2,0,0,0,0,1,0,0,0,0,0,1,1,0
610,2014,4,0,0,0,0,1,0,0,0,0,0,1,1,0
611,2015,11,0,0,0,0,1,0,0,0,0,0,1,1,0
612,2016,24,0,0,0,0,1,0,0,0,0,0,1,1,0
613,2017,69,0,0,0,0,1,0,0,0,0,0,1,1,0
614,2010,34,0,1,0,0,1,0,0,0,0,0,1,1,0
615,2011,102,0,1,0,0,1,0,0,0,0,0,1,1,0
616,2012,71,0,1,0,0,1,0,0,0,0,0,1,1,0
617,2013,74,0,1,0,0,1,0,0,0,0,0,1,1,0
618,2014,138,0,1,0,0,1,0,0,0,0,0,1,1,0
619,2015,79,0,1,0,0,1,0,0,0,0,0,1,1,0
620,2016,72,0,1,0,0,1,0,0,0,0,0,1,1,0
621,2017,70,0,1,0,0,1,0,0,0,0,0,1,1,0
622,2011,8,1,0,0,0,1,0,0,0,0,0,1,1,0
623,2012,26,1,0,0,0,1,0,0,0,0,0,1,1,0
624,2013,55,1,0,0,0,1,0,0,0,0,0,1,1,0
625,2014,81,1,0,0,0,1,0,0,0,0,0,1,1,0
626,2015,108,1,0,0,0,1,0,0,0,0,0,1,1,0
627,2016,80,1,0,0,0,1,0,0,0,0,0,1,1,0
628,2017,71,1,0,0,0,1,0,0,0,0,0,1,1,0
629,2010,13,0,0,0,1,0,0,0,0,0,0,1,1,0
630,2011,9,0,0,0,1,0,0,0,0,0,0,1,1,0
631,2012,6,0,0,0,1,0,0,0,0,0,0,1,1,0
632,2013,4,0,0,0,1,0,0,0,0,0,0,1,1,0
633,2014,24,0,0,0,1,0,0,0,0,0,0,1,1,0
634,2015,18,0,0,0,1,0,0,0,0,0,0,1,1,0
635,2016,55,0,0,0,1,0,0,0,0,0,0,1,1,0
636,2017,121,0,0,0,1,0,0,0,0,0,0,1,1,0
637,2010,115,0,1,0,1,0,0,0,0,0,0,1,1,0
638,2011,72,0,1,0,1,0,0,0,0,0,0,1,1,0
639,2012,77,0,1,0,1,0,0,0,0,0,0,1,1,0
640,2013,39,0,1,0,1,0,0,0,0,0,0,1,1,0
641,2014,65,0,1,0,1,0,0,0,0,0,0,1,1,0
642,2015,93,0,1,0,1,0,0,0,0,0,0,1,1,0
643,2016,44,0,1,0,1,0,0,0,0,0,0,1,1,0
644,2017,68,0,1,0,1,0,0,0,0,0,0,1,1,0
645,2010,103,1,0,0,1,0,0,0,0,0,0,1,1,0
646,2011,50,1,0,0,1,0,0,0,0,0,0,1,1,0
647,2012,137,1,0,0,1,0,0,0,0,0,0,1,1,0
648,2013,159,1,0,0,1,0,0,0,0,0,0,1,1,0
649,2014,310,1,0,0,1,0,0,0,0,0,0,1,1,0
650,2015,209,1,0,0,1,0,0,0,0,0,0,1,1,0
651,2016,152,1,0,0,1,0,0,0,0,0,0,1,1,0
652,2017,119,1,0,0,1,0,0,0,0,0,0,1,1,0
653,2010,6,0,0,0,1,1,0,0,0,0,0,1,1,0
654,2011,10,0,0,0,1,1,0,0,0,0,0,1,1,0
655,2012,2,0,0,0,1,1,0,0,0,0,0,1,1,0
656,2013,13,0,0,0,1,1,0,0,0,0,0,1,1,0
657,2014,5,0,0,0,1,1,0,0,0,0,0,1,1,0
658,2015,13,0,0,0,1,1,0,0,0,0,0,1,1,0
659,2016,37,0,0,0,1,1,0,0,0,0,0,1,1,0
660,2017,67,0,0,0,1,1,0,0,0,0,0,1,1,0
661,2010,65,0,1,0,1,1,0,0,0,0,0,1,1,0
662,2011,57,0,1,0,1,1,0,0,0,0,0,1,1,0
663,2012,59,0,1,0,1,1,0,0,0,0,0,1,1,0
664,2013,69,0,1,0,1,1,0,0,0,0,0,1,1,0
665,2014,58,0,1,0,1,1,0,0,0,0,0,1,1,0
666,2015,69,0,1,0,1,1,0,0,0,0,0,1,1,0
667,2016,61,0,1,0,1,1,0,0,0,0,0,1,1,0
668,2017,65,0,1,0,1,1,0,0,0,0,0,1,1,0
669,2010,41,1,0,0,1,1,0,0,0,0,0,1,1,0
670,2011,44,1,0,0,1,1,0,0,0,0,0,1,1,0
671,2012,51,1,0,0,1,1,0,0,0,0,0,1,1,0
672,2013,54,1,0,0,1,1,0,0,0,0,0,1,1,0
673,2014,73,1,0,0,1,1,0,0,0,0,0,1,1,0
674,2015,84,1,0,0,1,1,0,0,0,0,0,1,1,0
675,2016,126,1,0,0,1,1,0,0,0,0,0,1,1,0
676,2017,79,1,0,0,1,1,0,0,0,0,0,1,1,0
677,2012,1,0,0,1,0,0,0,0,0,0,0,1,1,0
678,2010,3,0,1,1,0,0,0,0,0,0,0,1,1,0
679,2012,15,0,1,1,0,0,0,0,0,0,0,1,1,0
680,2014,2,0,1,1,0,0,0,0,0,0,0,1,1,0
681,2016,2,0,1,1,0,0,0,0,0,0,0,1,1,0
682,2017,3,0,1,1,0,0,0,0,0,0,0,1,1,0
683,2010,7,0,0,0,0,0,0,0,0,0,0,1,1,1
684,2011,10,0,0,0,0,0,0,0,0,0,0,1,1,1
685,2012,3,0,0,0,0,0,0,0,0,0,0,1,1,1
686,2013,2,0,0,0,0,0,0,0,0,0,0,1,1,1
687,2014,20,0,0,0,0,0,0,0,0,0,0,1,1,1
688,2015,80,0,0,0,0,0,0,0,0,0,0,1,1,1
689,2016,77,0,0,0,0,0,0,0,0,0,0,1,1,1
690,2017,129,0,0,0,0,0,0,0,0,0,0,1,1,1
691,2010,90,0,1,0,0,0,0,0,0,0,0,1,1,1
692,2011,72,0,1,0,0,0,0,0,0,0,0,1,1,1
693,2012,69,0,1,0,0,0,0,0,0,0,0,1,1,1
694,2013,68,0,1,0,0,0,0,0,0,0,0,1,1,1
695,2014,27,0,1,0,0,0,0,0,0,0,0,1,1,1
696,2015,54,0,1,0,0,0,0,0,0,0,0,1,1,1
697,2016,28,0,1,0,0,0,0,0,0,0,0,1,1,1
698,2017,27,0,1,0,0,0,0,0,0,0,0,1,1,1
699,2010,47,1,0,0,0,0,0,0,0,0,0,1,1,1
700,2011,55,1,0,0,0,0,0,0,0,0,0,1,1,1
701,2012,160,1,0,0,0,0,0,0,0,0,0,1,1,1
702,2013,229,1,0,0,0,0,0,0,0,0,0,1,1,1
703,2014,168,1,0,0,0,0,0,0,0,0,0,1,1,1
704,2015,227,1,0,0,0,0,0,0,0,0,0,1,1,1
705,2016,164,1,0,0,0,0,0,0,0,0,0,1,1,1
706,2017,114,1,0,0,0,0,0,0,0,0,0,1,1,1
707,2010,6,0,0,0,0,1,0,0,0,0,0,1,1,1
708,2011,7,0,0,0,0,1,0,0,0,0,0,1,1,1
709,2012,4,0,0,0,0,1,0,0,0,0,0,1,1,1
710,2013,5,0,0,0,0,1,0,0,0,0,0,1,1,1
711,2014,8,0,0,0,0,1,0,0,0,0,0,1,1,1
712,2015,43,0,0,0,0,1,0,0,0,0,0,1,1,1
713,2016,32,0,0,0,0,1,0,0,0,0,0,1,1,1
714,2017,27,0,0,0,0,1,0,0,0,0,0,1,1,1
715,2010,66,0,1,0,0,1,0,0,0,0,0,1,1,1
716,2011,51,0,1,0,0,1,0,0,0,0,0,1,1,1
717,2012,95,0,1,0,0,1,0,0,0,0,0,1,1,1
718,2013,51,0,1,0,0,1,0,0,0,0,0,1,1,1
719,2014,34,0,1,0,0,1,0,0,0,0,0,1,1,1
720,2015,77,0,1,0,0,1,0,0,0,0,0,1,1,1
721,2016,53,0,1,0,0,1,0,0,0,0,0,1,1,1
722,2017,44,0,1,0,0,1,0,0,0,0,0,1,1,1
723,2010,14,1,0,0,0,1,0,0,0,0,0,1,1,1
724,2011,29,1,0,0,0,1,0,0,0,0,0,1,1,1
725,2012,26,1,0,0,0,1,0,0,0,0,0,1,1,1
726,2013,73,1,0,0,0,1,0,0,0,0,0,1,1,1
727,2014,70,1,0,0,0,1,0,0,0,0,0,1,1,1
728,2015,122,1,0,0,0,1,0,0,0,0,0,1,1,1
729,2016,73,1,0,0,0,1,0,0,0,0,0,1,1,1
730,2017,37,1,0,0,0,1,0,0,0,0,0,1,1,1
731,2011,4,0,0,0,1,0,0,0,0,0,0,1,1,1
732,2012,4,0,0,0,1,0,0,0,0,0,0,1,1,1
733,2013,4,0,0,0,1,0,0,0,0,0,0,1,1,1
734,2014,3,0,0,0,1,0,0,0,0,0,0,1,1,1
735,2015,5,0,0,0,1,0,0,0,0,0,0,1,1,1
736,2016,23,0,0,0,1,0,0,0,0,0,0,1,1,1
737,2017,20,0,0,0,1,0,0,0,0,0,0,1,1,1
738,2010,42,0,1,0,1,0,0,0,0,0,0,1,1,1
739,2011,37,0,1,0,1,0,0,0,0,0,0,1,1,1
740,2012,67,0,1,0,1,0,0,0,0,0,0,1,1,1
741,2013,63,0,1,0,1,0,0,0,0,0,0,1,1,1
742,2014,32,0,1,0,1,0,0,0,0,0,0,1,1,1
743,2015,12,0,1,0,1,0,0,0,0,0,0,1,1,1
744,2016,15,0,1,0,1,0,0,0,0,0,0,1,1,1
745,2017,8,0,1,0,1,0,0,0,0,0,0,1,1,1
746,2010,33,1,0,0,1,0,0,0,0,0,0,1,1,1
747,2011,18,1,0,0,1,0,0,0,0,0,0,1,1,1
748,2012,27,1,0,0,1,0,0,0,0,0,0,1,1,1
749,2013,26,1,0,0,1,0,0,0,0,0,0,1,1,1
750,2014,53,1,0,0,1,0,0,0,0,0,0,1,1,1
751,2015,54,1,0,0,1,0,0,0,0,0,0,1,1,1
752,2016,61,1,0,0,1,0,0,0,0,0,0,1,1,1
753,2017,7,1,0,0,1,0,0,0,0,0,0,1,1,1
754,2010,6,0,0,0,1,1,0,0,0,0,0,1,1,1
755,2011,5,0,0,0,1,1,0,0,0,0,0,1,1,1
756,2012,7,0,0,0,1,1,0,0,0,0,0,1,1,1
757,2013,4,0,0,0,1,1,0,0,0,0,0,1,1,1
758,2014,10,0,0,0,1,1,0,0,0,0,0,1,1,1
759,2015,6,0,0,0,1,1,0,0,0,0,0,1,1,1
760,2016,19,0,0,0,1,1,0,0,0,0,0,1,1,1
761,2017,10,0,0,0,1,1,0,0,0,0,0,1,1,1
762,2010,29,0,1,0,1,1,0,0,0,0,0,1,1,1
763,2011,33,0,1,0,1,1,0,0,0,0,0,1,1,1
764,2012,25,0,1,0,1,1,0,0,0,0,0,1,1,1
765,2013,9,0,1,0,1,1,0,0,0,0,0,1,1,1
766,2014,62,0,1,0,1,1,0,0,0,0,0,1,1,1
767,2015,29,0,1,0,1,1,0,0,0,0,0,1,1,1
768,2016,54,0,1,0,1,1,0,0,0,0,0,1,1,1
769,2017,37,0,1,0,1,1,0,0,0,0,0,1,1,1
770,2011,3,1,0,0,1,1,0,0,0,0,0,1,1,1
771,2012,1,1,0,0,1,1,0,0,0,0,0,1,1,1
772,2013,4,1,0,0,1,1,0,0,0,0,0,1,1,1
773,2014,15,1,0,0,1,1,0,0,0,0,0,1,1,1
774,2015,24,1,0,0,1,1,0,0,0,0,0,1,1,1
775,2016,15,1,0,0,1,1,0,0,0,0,0,1,1,1
776,2017,12,1,0,0,1,1,0,0,0,0,0,1,1,1
777,2010,9,0,1,1,0,0,0,0,0,0,0,1,1,1
778,2011,8,0,1,1,0,0,0,0,0,0,0,1,1,1
779,2012,2,0,1,1,0,0,0,0,0,0,0,1,1,1
780,2013,11,0,1,1,0,0,0,0,0,0,0,1,1,1
781,2014,9,0,1,1,0,0,0,0,0,0,0,1,1,1
782,2015,4,0,1,1,0,0,0,0,0,0,0,1,1,1
783,2010,2,0,0,0,0,0,0,0,0,0,1,0,0,0
784,2011,2,0,0,0,0,0,0,0,0,0,1,0,0,0
785,2013,1,0,0,0,0,0,0,0,0,0,1,0,0,0
786,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0
787,2016,2,0,0,0,0,0,0,0,0,0,1,0,0,0
788,2017,6,0,0,0,0,0,0,0,0,0,1,0,0,0
789,2010,46,0,1,0,0,0,0,0,0,0,1,0,0,0
790,2011,25,0,1,0,0,0,0,0,0,0,1,0,0,0
791,2012,45,0,1,0,0,0,0,0,0,0,1,0,0,0
792,2013,45,0,1,0,0,0,0,0,0,0,1,0,0,0
793,2014,20,0,1,0,0,0,0,0,0,0,1,0,0,0
794,2015,11,0,1,0,0,0,0,0,0,0,1,0,0,0
795,2016,14,0,1,0,0,0,0,0,0,0,1,0,0,0
796,2017,9,0,1,0,0,0,0,0,0,0,1,0,0,0
797,2011,1,1,0,0,0,0,0,0,0,0,1,0,0,0
798,2012,5,1,0,0,0,0,0,0,0,0,1,0,0,0
799,2013,7,1,0,0,0,0,0,0,0,0,1,0,0,0
800,2014,7,1,0,0,0,0,0,0,0,0,1,0,0,0
801,2015,4,1,0,0,0,0,0,0,0,0,1,0,0,0
802,2016,9,1,0,0,0,0,0,0,0,0,1,0,0,0
803,2017,8,1,0,0,0,0,0,0,0,0,1,0,0,0
804,2010,17,0,0,0,0,1,0,0,0,0,1,0,0,0
805,2011,23,0,0,0,0,1,0,0,0,0,1,0,0,0
806,2012,26,0,0,0,0,1,0,0,0,0,1,0,0,0
807,2013,27,0,0,0,0,1,0,0,0,0,1,0,0,0
808,2014,76,0,0,0,0,1,0,0,0,0,1,0,0,0
809,2015,152,0,0,0,0,1,0,0,0,0,1,0,0,0
810,2016,300,0,0,0,0,1,0,0,0,0,1,0,0,0
811,2017,683,0,0,0,0,1,0,0,0,0,1,0,0,0
812,2010,254,0,1,0,0,1,0,0,0,0,1,0,0,0
813,2011,265,0,1,0,0,1,0,0,0,0,1,0,0,0
814,2012,250,0,1,0,0,1,0,0,0,0,1,0,0,0
815,2013,272,0,1,0,0,1,0,0,0,0,1,0,0,0
816,2014,224,0,1,0,0,1,0,0,0,0,1,0,0,0
817,2015,218,0,1,0,0,1,0,0,0,0,1,0,0,0
818,2016,229,0,1,0,0,1,0,0,0,0,1,0,0,0
819,2017,211,0,1,0,0,1,0,0,0,0,1,0,0,0
820,2010,223,1,0,0,0,1,0,0,0,0,1,0,0,0
821,2011,235,1,0,0,0,1,0,0,0,0,1,0,0,0
822,2012,495,1,0,0,0,1,0,0,0,0,1,0,0,0
823,2013,684,1,0,0,0,1,0,0,0,0,1,0,0,0
824,2014,755,1,0,0,0,1,0,0,0,0,1,0,0,0
825,2015,708,1,0,0,0,1,0,0,0,0,1,0,0,0
826,2016,538,1,0,0,0,1,0,0,0,0,1,0,0,0
827,2017,381,1,0,0,0,1,0,0,0,0,1,0,0,0
828,2010,68,0,0,0,1,0,0,0,0,0,1,0,0,0
829,2011,62,0,0,0,1,0,0,0,0,0,1,0,0,0
830,2012,37,0,0,0,1,0,0,0,0,0,1,0,0,0
831,2013,3,0,0,0,1,0,0,0,0,0,1,0,0,0
832,2014,104,0,0,0,1,0,0,0,0,0,1,0,0,0
833,2015,53,0,0,0,1,0,0,0,0,0,1,0,0,0
834,2016,8,0,0,0,1,0,0,0,0,0,1,0,0,0
835,2017,38,0,0,0,1,0,0,0,0,0,1,0,0,0
836,2010,735,0,1,0,1,0,0,0,0,0,1,0,0,0
